"title","authors","year","venue","cited_by","is_oa","oa_url","doi","abstract","source","id","type"
"A Network View on Interbank Market Freezes","Silvia Gabrieli; Co-Pierre Georg","2014","SSRN Electronic Journal","48","True","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=2544603","https://doi.org/10.2139/ssrn.2542162","","query: ""cash holdings"" ""exogenous shock"" precautionary","https://openalex.org/W2159413391","article"
"Climate Change and Corporate Cash Holdings: Global Evidence","Abdullah Al Masum; Siamak Javadi; Mohsen Mollagholamali; Ramesh P. Rao","2020","SSRN Electronic Journal","45","True","https://doi.org/10.2139/ssrn.3717092","https://doi.org/10.2139/ssrn.3717092","","query: ""cash holdings"" ""exogenous shock"" precautionary","https://openalex.org/W3121008092","article"
"Temperature trend and corporate cash holdings","Dimitrios Gounopoulos; Yu Zhang","2024","Financial Management","44","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/fima.12451","https://doi.org/10.1111/fima.12451","Abstract We examine the causal impact of climate uncertainty on companies’ cash holdings using local temperature trends. We find a notable increase in cash reserves among companies in response to rising climate‐related risks. We also identify two significant channels through which climate uncertainty influences firms’ cash management: heightened environmental enforcement risk and increased physical risk. Furthermore, we observe that the positive effect of temperature trends on cash holdings is more pronounced for financially constrained firms and those with a lower level of environmental protection awareness. External financing through equity and debt issuance, as well as cost reduction strategies involving research and development and selling, general, and administrative activities, represent viable avenues for firms to bolster their cash reserves. However, financially constrained firms are less inclined to build up cash reserves through debt financing. Our findings underscore the precautionary nature of corporate cash policies and shed light on how temperature fluctuations can significantly shape corporate behavior.","query: ""cash holdings"" ""exogenous shock"" precautionary","https://openalex.org/W4393130474","article"
"Oil shocks and corporate social responsibility","Mostafa Monzur Hasan; Jin Boon Wong; Mohammed Abdullah Al Mamun","2022","Energy Economics","41","False","","https://doi.org/10.1016/j.eneco.2022.105881","","query: ""cash holdings"" ""exogenous shock"" precautionary","https://openalex.org/W4210669787","article"
"COVID-19 and corporate tax avoidance: International evidence","A Athira; Vishnu K. Ramesh","2023","International Business Review","41","True","https://pmc.ncbi.nlm.nih.gov/articles/PMC10198770/pdf/main.pdf","https://doi.org/10.1016/j.ibusrev.2023.102143","","query: ""cash holdings"" ""exogenous shock"" precautionary","https://openalex.org/W4375949664","article"
"Corporate cash holdings and financial crisis: new evidence from an emerging market","Quốc Trung Trần","2019","Eurasian Economic Review","39","False","","https://doi.org/10.1007/s40821-019-00134-9","","query: ""cash holdings"" ""exogenous shock"" precautionary","https://openalex.org/W2972955319","article"
"Insolvency regimes and firms' default risk under economic uncertainty and shocks","Balagopal Gopalakrishnan; Sanket Mohapatra","2020","Economic Modelling","38","True","https://mpra.ub.uni-muenchen.de/96283/1/MPRA_paper_96283.pdf","https://doi.org/10.1016/j.econmod.2020.06.005","","query: ""cash holdings"" ""exogenous shock"" precautionary","https://openalex.org/W2978681503","article"
"Trends in Corporate Borrowing","Tobias Berg; Anthony Saunders; Sascha Steffen","2021","Annual Review of Financial Economics","37","True","https://www.annualreviews.org/doi/pdf/10.1146/annurev-financial-101520-070630","https://doi.org/10.1146/annurev-financial-101520-070630","Corporate borrowing has substantially changed over the last two decades. In this article, we investigate changes in borrowing of US publicly listed firms along trends in five key areas: ( a) the funding mix of firms and the importance of balance-sheet versus off-balance-sheet borrowing; ( b) the costs of corporate borrowing; ( c) trends in nonprice loan terms; ( d) the importance of banks versus nonbank institutional investors; and ( e) the purpose for corporate borrowing. We explore these trends graphically over the 2002–2019 period, provide a narrative for these trends based on the theoretical and empirical literature in the respective areas, and discuss some implications for the coronavirus disease 2019 (COVID-19) pandemic. Finally, we document these trends for firms in the Eurozone countries and delineate similarities and differences.","query: ""cash holdings"" ""exogenous shock"" precautionary","https://openalex.org/W3165627194","article"
"Quantitative easing with heterogeneous agents","Wei Cui; Vincent Sterk","2021","Journal of Monetary Economics","37","True","https://discovery.ucl.ac.uk/10133342/1/QE_SUBMIT_JME_final_submission_July20.pdf","https://doi.org/10.1016/j.jmoneco.2021.07.007","","query: ""cash holdings"" ""exogenous shock"" precautionary","https://openalex.org/W3192617523","article"
"Green management, access to credit, and firms’ vulnerability to the COVID-19 crisis","David Aristei; Manuela Gallo","2023","Small Business Economics","35","True","https://link.springer.com/content/pdf/10.1007/s11187-023-00759-1.pdf","https://doi.org/10.1007/s11187-023-00759-1","This paper investigates the consequences of the COVID-19 crisis on firms' performance and financial vulnerability. Exploiting longitudinal firm-level data from the World Bank's ""Enterprise Surveys follow-up on COVID-19"" for 20 European countries, we assess whether green management quality and pre-pandemic credit access difficulties affect firms' ability to withstand the negative impact of the pandemic. Our results indicate that green firms are more resilient to the pandemic shock. In particular, the likelihood of pandemic-induced drops in sales and liquidity significantly decreases as the quality of green management improves. Conversely, prior financing constraints strongly exacerbate the pandemic's impact on firms' performance and amplify liquidity stress and financing problems. Credit-constrained enterprises are not only more likely to experience liquidity shortages and repayment problems, but they also face higher difficulties in accessing bank financing. The COVID-19 crisis has also hampered the beneficial role that green management exerted on access to credit in the pre-pandemic period. During the pandemic, firms with sound environmental management practices do not benefit from improved access to finance and have a lower demand for credit, possibly suggesting a slowdown in their green investment activities. Supplementary information: The online version contains supplementary material available at 10.1007/s11187-023-00759-1.","query: ""cash holdings"" ""exogenous shock"" precautionary","https://openalex.org/W4366415410","article"
